ticker,NTRS US Equity,NTRS US Equity,NTRS US Equity,NTRS US Equity,NTRS US Equity,Predictions,OneHotPred
2005-04-04,43.11,43.05,43.2755,42.844,43.3148,UP,1
2005-04-05,43.44,43.35,43.2864,43.162,43.2978,UP,1
2005-04-06,44.52,43.4,43.3045,43.528,43.3046,UP,1
2005-04-07,44.89,44.49,43.3224,43.818,43.3236,DOWN,0
2005-04-08,44.81,45.15,43.3373,44.154,43.3386,DOWN,0
2005-04-11,44.58,44.75,43.3492,44.448,43.3584,UP,1
2005-04-12,45.26,44.44,43.3625,44.812,43.3978,DOWN,0
2005-04-13,44.56,45.35,43.3738,44.82,43.4162,DOWN,0
2005-04-14,43.76,44.65,43.3823,44.594,43.4104,DOWN,0
2005-04-15,42.95,43.43,43.3857,44.222,43.396,UP,1
2005-04-18,43.8,42.89,43.3966,44.066,43.4022,UP,1
2005-04-19,44.71,44.39,43.4101,43.956,43.4098,DOWN,0
2005-04-20,43.93,44.7,43.4232,43.83,43.4024,UP,1
2005-04-21,44.47,44.3,43.438,43.972,43.4006,DOWN,0
2005-04-22,44.32,44.47,43.4531,44.246,43.408,UP,1
2005-04-25,44.9,44.59,43.4727,44.466,43.4196,DOWN,0
2005-04-26,44.78,44.33,43.4911,44.48,43.418,UP,1
2005-04-27,45.31,44.58,43.5156,44.756,43.43,DOWN,0
2005-04-28,44.24,45.46,43.5384,44.71,43.4258,UP,1
2005-04-29,45.0,44.1,43.5658,44.846,43.4518,UP,1
2005-05-02,45.49,45.02,43.596,44.964,43.5012,DOWN,0
2005-05-03,45.27,45.5,43.6223,45.062,43.5574,UP,1
2005-05-04,46.76,45.55,43.6526,45.352,43.6564,DOWN,0
2005-05-05,46.71,46.82,43.6855,45.846,43.7534,DOWN,0
2005-05-06,45.59,46.86,43.7134,45.964,43.8258,UP,1
2005-05-09,45.94,45.66,43.7457,46.054,43.8996,DOWN,0
2005-05-10,45.47,45.61,43.7768,46.094,43.964,UP,1
2005-05-11,46.02,45.47,43.8085,45.946,44.0138,DOWN,0
2005-05-12,45.34,46.08,43.8385,45.672,44.0492,DOWN,0
2005-05-13,44.83,45.34,43.8622,45.52,44.0786,UP,1
2005-05-16,45.7,44.82,43.89,45.472,44.1014,UP,1
2005-05-17,46.26,45.45,43.9176,45.63,44.1386,UP,1
2005-05-18,47.19,46.61,43.9511,45.864,44.2028,DOWN,0
2005-05-19,46.88,47.19,43.9846,46.172,44.2776,DOWN,0
2005-05-20,46.2,47.37,44.0168,46.446,44.3346,UP,1
2005-05-23,46.32,46.19,44.051,46.57,44.4056,UP,1
2005-05-24,46.44,46.24,44.0853,46.606,44.4648,DOWN,0
2005-05-25,46.14,46.29,44.1151,46.396,44.526,UP,1
2005-05-26,46.49,46.25,44.1463,46.318,44.5982,UP,1
2005-05-27,46.51,46.62,44.1798,46.38,44.6734,DOWN,0
2005-05-31,46.03,46.44,44.2115,46.322,44.7308,UP,1
2005-06-01,46.31,45.91,44.2386,46.296,44.803,DOWN,0
2005-06-02,46.0,46.23,44.2622,46.268,44.8796,DOWN,0
2005-06-03,45.67,45.95,44.2797,46.104,44.9508,UP,1
2005-06-06,46.18,45.55,44.3012,46.038,45.0424,DOWN,0
2005-06-07,46.16,46.29,44.32,46.064,45.127,UP,1
2005-06-08,46.28,46.05,44.3384,46.058,45.2156,DOWN,0
2005-06-09,46.23,46.3,44.3563,46.104,45.2864,DOWN,0
2005-06-10,45.86,46.25,44.3705,46.142,45.3348,UP,1
2005-06-13,46.0,45.9,44.3848,46.106,45.3922,DOWN,0
2005-06-14,45.6,46.1,44.3978,45.994,45.442,UP,1
2005-06-15,45.84,45.63,44.4132,45.906,45.49,UP,1
2005-06-16,46.11,45.75,44.4285,45.882,45.5218,UP,1
2005-06-17,46.33,46.57,44.4464,45.976,45.5506,DOWN,0
2005-06-20,46.3,46.11,44.4635,46.036,45.5804,DOWN,0
2005-06-21,46.0,46.11,44.48,46.116,45.6088,UP,1
2005-06-22,46.45,46.41,44.496,46.238,45.6326,DOWN,0
2005-06-23,45.31,46.52,44.5101,46.078,45.6476,UP,1
2005-06-24,45.69,45.1,44.526,45.95,45.6862,DOWN,0
2005-06-27,45.08,45.41,44.5384,45.706,45.7288,UP,1
2005-06-28,45.56,45.08,44.5534,45.618,45.764,UP,1
2005-06-29,45.65,45.55,44.5711,45.458,45.7828,DOWN,0
2005-06-30,45.59,45.74,44.5897,45.514,45.816,UP,1
2005-07-01,46.16,45.85,44.6113,45.608,45.8498,UP,1
2005-07-05,47.0,46.1,44.6346,45.992,45.9034,DOWN,0
2005-07-06,46.52,46.96,44.6576,46.184,45.9358,DOWN,0
2005-07-07,46.2,46.0,44.6761,46.294,45.9642,UP,1
2005-07-08,46.84,46.24,44.7,46.544,45.9948,UP,1
2005-07-11,47.49,47.21,44.7323,46.81,46.0598,UP,1
2005-07-12,48.12,47.43,44.7687,47.034,46.1222,UP,1
2005-07-13,48.82,48.12,44.8112,47.494,46.1888,DOWN,0
2005-07-14,48.66,48.75,44.852,47.986,46.2566,UP,1
2005-07-15,48.95,48.69,44.8931,48.408,46.3004,UP,1
2005-07-18,49.02,48.67,44.9342,48.714,46.3466,UP,1
2005-07-19,49.21,49.0,44.9738,48.932,46.419,UP,1
2005-07-20,50.41,49.72,45.0206,49.25,46.5084,DOWN,0
2005-07-21,50.23,50.36,45.0668,49.564,46.6036,UP,1
2005-07-22,51.21,50.73,45.1147,50.016,46.7074,DOWN,0
2005-07-25,50.76,51.3,45.1618,50.364,46.8158,UP,1
2005-07-26,50.95,50.75,45.2112,50.712,46.9382,DOWN,0
2005-07-27,50.77,50.95,45.2605,50.784,47.0396,UP,1
2005-07-28,51.19,50.98,45.3167,50.976,47.1382,DOWN,0
2005-07-29,50.8,51.16,45.3721,50.894,47.2104,DOWN,0
2005-08-01,50.62,51.0505,45.4309,50.866,47.2852,DOWN,0
2005-08-02,50.56,50.75,45.4889,50.788,47.3724,DOWN,0
2005-08-03,50.26,50.55,45.5449,50.686,47.4512,DOWN,0
2005-08-04,49.83,50.1,45.5992,50.414,47.519,DOWN,0
2005-08-05,49.3,49.8,45.6491,50.114,47.5822,UP,1
2005-08-08,49.4,49.5,45.6975,49.87,47.6404,UP,1
2005-08-09,49.57,49.555,45.747,49.672,47.7016,DOWN,0
2005-08-10,49.55,50.0,45.7968,49.53,47.772,UP,1
2005-08-11,49.98,49.55,45.8441,49.56,47.8454,DOWN,0
2005-08-12,49.98,50.05,45.8855,49.696,47.925,UP,1
2005-08-15,50.07,50.03,45.9259,49.83,48.013,DOWN,0
2005-08-16,49.13,50.1,45.9589,49.742,48.072,UP,1
2005-08-17,49.63,49.1,45.9933,49.758,48.1414,UP,1
2005-08-18,49.78,49.6,46.0273,49.718,48.2114,UP,1
2005-08-19,50.49,50.11,46.0599,49.82,48.2966,UP,1
2005-08-22,50.81,50.73,46.0892,49.968,48.3956,DOWN,0
2005-08-23,50.46,50.91,46.1117,50.234,48.4848,DOWN,0
2005-08-24,50.23,50.49,46.1356,50.354,48.5774,UP,1
2005-08-25,50.69,50.16,46.1632,50.536,48.6744,DOWN,0
2005-08-26,49.91,50.51,46.1873,50.42,48.7504,UP,1
2005-08-29,50.18,49.85,46.2091,50.294,48.8274,DOWN,0
2005-08-30,49.53,50.05,46.2257,50.108,48.892,UP,1
2005-08-31,49.84,49.7,46.2439,50.03,48.9688,UP,1
2005-09-01,50.61,49.67,46.2666,50.014,49.052,DOWN,0
2005-09-02,50.18,50.5,46.2866,50.068,49.1494,UP,1
2005-09-06,51.03,50.23,46.3107,50.238,49.2562,DOWN,0
2005-09-07,50.15,50.81,46.3347,50.362,49.3576,DOWN,0
2005-09-08,49.82,50.08,46.3533,50.358,49.4428,UP,1
2005-09-09,49.91,49.74,46.3706,50.218,49.528,DOWN,0
2005-09-12,49.73,49.97,46.385,50.128,49.6108,DOWN,0
2005-09-13,48.87,49.84,46.3943,49.696,49.665,DOWN,0
2005-09-14,48.81,48.94,46.4033,49.428,49.7012,DOWN,0
2005-09-15,48.53,48.61,46.4108,49.17,49.7414,UP,1
2005-09-16,49.36,49.07,46.4184,49.06,49.8046,DOWN,0
2005-09-19,49.36,49.36,46.4251,48.986,49.855,DOWN,0
2005-09-20,48.78,49.25,46.4293,48.968,49.8808,DOWN,0
2005-09-21,48.07,48.38,46.4304,48.82,49.8798,UP,1
2005-09-22,48.22,48.2,46.4334,48.758,49.8678,UP,1
2005-09-23,48.86,48.15,46.4388,48.658,49.8718,UP,1
2005-09-26,49.14,49.0,46.448,48.614,49.8756,UP,1
2005-09-27,49.32,49.05,46.4543,48.722,49.8816,DOWN,0
2005-09-28,48.86,49.6,46.4564,48.88,49.8746,UP,1
2005-09-29,50.21,48.8,46.4647,49.278,49.8706,UP,1
2005-09-30,50.55,50.24,46.4716,49.616,49.877,UP,1
2005-10-03,51.1,50.65,46.4808,50.008,49.8748,DOWN,0
2005-10-04,50.67,51.14,46.4924,50.278,49.873,DOWN,0
2005-10-05,50.14,50.62,46.5025,50.534,49.8568,DOWN,0
2005-10-06,49.89,50.1,46.5067,50.47,49.8392,DOWN,0
2005-10-07,49.54,50.04,46.5102,50.268,49.8062,UP,1
2005-10-10,49.57,49.54,46.5134,49.962,49.7816,DOWN,0
2005-10-11,49.02,49.51,46.5145,49.632,49.7496,DOWN,0
2005-10-12,48.53,48.88,46.5134,49.31,49.709,UP,1
2005-10-13,49.08,48.4,46.515,49.148,49.6854,UP,1
2005-10-14,49.95,49.43,46.5212,49.23,49.6878,UP,1
2005-10-17,50.38,49.82,46.5302,49.392,49.7094,UP,1
2005-10-18,50.81,50.26,46.5471,49.75,49.7376,UP,1
2005-10-19,52.39,51.12,46.5739,50.522,49.794,DOWN,0
2005-10-20,52.1,52.25,46.6002,51.126,49.845,UP,1
2005-10-21,52.12,52.33,46.6239,51.56,49.8878,UP,1
2005-10-24,52.71,52.2,46.6543,52.026,49.9424,DOWN,0
2005-10-25,52.27,52.61,46.6833,52.318,49.9864,UP,1
2005-10-26,52.36,52.13,46.7151,52.312,50.051,DOWN,0
2005-10-27,52.31,52.3,46.7474,52.354,50.1046,UP,1
2005-10-28,53.2,52.55,46.7856,52.57,50.173,UP,1
2005-10-31,53.6,53.5,46.8233,52.748,50.2352,DOWN,0
2005-11-01,52.4,52.78,46.8501,52.774,50.267,DOWN,0
2005-11-02,52.38,52.53,46.8825,52.778,50.3054,DOWN,0
2005-11-03,50.91,52.5,46.9133,52.498,50.319,UP,1
2005-11-04,51.15,51.27,46.9476,52.088,50.3282,UP,1
2005-11-07,51.99,51.34,46.9866,51.766,50.3698,UP,1
2005-11-08,52.01,52.35,47.027,51.688,50.4064,UP,1
2005-11-09,52.63,52.0,47.0698,51.738,50.4684,UP,1
2005-11-10,53.26,52.73,47.1182,52.208,50.5368,UP,1
2005-11-11,53.35,53.53,47.1685,52.648,50.5916,DOWN,0
2005-11-14,52.5,53.1,47.2128,52.75,50.638,DOWN,0
2005-11-15,52.0,52.38,47.2525,52.748,50.6574,DOWN,0
2005-11-16,51.56,52.16,47.292,52.534,50.6856,UP,1
2005-11-17,51.75,50.56,47.3333,52.232,50.7242,UP,1
2005-11-18,51.97,52.63,47.3715,51.956,50.7654,UP,1
2005-11-21,52.03,52.34,47.4101,51.862,50.8114,DOWN,0
2005-11-22,51.7,51.82,47.4458,51.802,50.868,UP,1
2005-11-23,52.25,51.7,47.4873,51.94,50.9368,UP,1
2005-11-25,52.4,52.43,47.5277,52.07,51.0142,UP,1
2005-11-28,52.47,51.75,47.5658,52.17,51.0764,UP,1
2005-11-29,52.74,52.9,47.6059,52.312,51.144,DOWN,0
2005-11-30,52.69,52.76,47.6471,52.51,51.2222,UP,1
2005-12-01,53.08,52.72,47.694,52.676,51.3224,UP,1
2005-12-02,53.48,53.1,47.7463,52.892,51.4276,DOWN,0
2005-12-05,52.82,53.3,47.7981,52.962,51.5068,UP,1
2005-12-06,52.99,52.97,47.854,53.012,51.5838,DOWN,0
2005-12-07,52.71,53.08,47.9083,53.016,51.6516,DOWN,0
2005-12-08,52.71,52.96,47.962,52.942,51.7286,UP,1
2005-12-09,53.84,52.8,48.0199,53.014,51.8012,DOWN,0
2005-12-12,53.84,54.01,48.0779,53.218,51.867,UP,1
2005-12-13,54.53,54.0,48.1329,53.526,51.9356,UP,1
2005-12-14,54.83,54.4,48.1892,53.95,52.0188,DOWN,0
2005-12-15,54.52,54.89,48.245,54.312,52.1064,DOWN,0
2005-12-16,54.18,54.91,48.2931,54.38,52.1922,DOWN,0
2005-12-19,53.71,54.15,48.3396,54.354,52.2756,DOWN,0
2005-12-20,53.6,53.75,48.3877,54.168,52.3562,DOWN,0
2005-12-21,53.39,53.76,48.439,53.88,52.4436,DOWN,0
2005-12-22,53.1,53.59,48.4877,53.596,52.535,UP,1
2005-12-23,53.48,53.25,48.5413,53.456,52.623,DOWN,0
2005-12-27,52.9,53.81,48.5884,53.294,52.682,DOWN,0
2005-12-28,52.18,53.15,48.6339,53.01,52.718,DOWN,0
2005-12-29,51.99,52.26,48.6794,52.73,52.7416,DOWN,0
2005-12-30,51.82,51.72,48.7248,52.474,52.7302,UP,1
2006-01-03,52.31,52.05,48.7705,52.24,52.7344,DOWN,0
2006-01-04,52.24,52.24,48.8182,52.108,52.7368,UP,1
2006-01-05,52.31,52.34,48.8689,52.134,52.7288,UP,1
2006-01-06,52.95,52.5,48.9231,52.326,52.7424,DOWN,0
2006-01-09,52.7,52.76,48.9786,52.502,52.7492,DOWN,0
2006-01-10,52.34,52.56,49.0307,52.508,52.7498,UP,1
2006-01-11,52.71,52.56,49.085,52.602,52.74,DOWN,0
2006-01-12,52.23,52.52,49.1327,52.586,52.7126,UP,1
2006-01-13,52.45,52.47,49.1777,52.486,52.7136,UP,1
2006-01-17,52.54,52.2,49.2248,52.454,52.7168,DOWN,0
2006-01-18,51.13,51.14,49.2649,52.212,52.7212,DOWN,0
2006-01-19,49.6,51.01,49.2957,51.59,52.6902,DOWN,0
2006-01-20,49.42,49.79,49.3202,51.028,52.6388,UP,1
2006-01-23,49.48,49.33,49.3431,50.434,52.5882,UP,1
2006-01-24,49.66,49.81,49.3674,49.858,52.5288,UP,1
2006-01-25,50.32,50.12,49.3961,49.696,52.47,UP,1
2006-01-26,51.89,50.79,49.4292,50.154,52.4408,UP,1
2006-01-27,51.93,51.97,49.4661,50.656,52.4294,UP,1
2006-01-30,52.31,52.07,49.5088,51.222,52.4356,DOWN,0
2006-01-31,52.21,52.28,49.5551,51.732,52.4486,DOWN,0
2006-02-01,51.95,51.9,49.5959,52.058,52.4526,DOWN,0
2006-02-02,51.49,51.8,49.6298,51.978,52.443,UP,1
2006-02-03,51.76,51.22,49.6689,51.944,52.4376,UP,1
2006-02-06,52.08,51.73,49.707,51.898,52.4452,DOWN,0
2006-02-07,51.75,52.01,49.7441,51.806,52.4352,UP,1
2006-02-08,52.61,51.68,49.7827,51.938,52.4394,DOWN,0
2006-02-09,52.41,52.85,49.8208,52.122,52.4382,UP,1
2006-02-10,52.93,52.39,49.8589,52.356,52.442,DOWN,0
2006-02-13,52.39,52.71,49.8997,52.418,52.436,UP,1
2006-02-14,52.46,52.39,49.937,52.56,52.4236,DOWN,0
2006-02-15,52.19,52.28,49.9705,52.476,52.3978,UP,1
2006-02-16,52.75,52.25,50.0079,52.544,52.3964,DOWN,0
2006-02-17,52.29,52.81,50.0355,52.416,52.3824,DOWN,0
2006-02-21,51.96,52.25,50.0618,52.33,52.3674,UP,1
2006-02-22,53.81,52.15,50.1029,52.6,52.3894,DOWN,0
2006-02-23,53.42,53.56,50.1403,52.846,52.381,DOWN,0
2006-02-24,53.11,53.65,50.1785,52.918,52.3664,UP,1
2006-02-27,53.25,53.57,50.2146,53.11,52.3408,DOWN,0
2006-02-28,52.72,52.85,50.2515,53.262,52.2986,UP,1
2006-03-01,53.28,52.62,50.2938,53.156,52.2738,UP,1
2006-03-02,53.3,53.03,50.3318,53.132,52.2562,DOWN,0
2006-03-03,53.04,53.11,50.3657,53.118,52.2428,DOWN,0
2006-03-06,52.8,52.95,50.3937,53.028,52.2268,UP,1
2006-03-07,53.12,52.61,50.4249,53.108,52.2214,DOWN,0
2006-03-08,52.87,53.13,50.4583,53.026,52.2168,DOWN,0
2006-03-09,52.56,53.0,50.4895,52.878,52.1984,UP,1
2006-03-10,53.17,52.9,50.5231,52.904,52.2038,UP,1
2006-03-13,53.25,53.13,50.5587,52.994,52.2252,UP,1
2006-03-14,53.8,53.14,50.5952,53.13,52.2614,DOWN,0
2006-03-15,53.42,53.7,50.6298,53.24,52.2934,DOWN,0
2006-03-16,53.15,53.6,50.6654,53.358,52.3102,UP,1
2006-03-17,53.49,53.57,50.7013,53.422,52.3352,DOWN,0
2006-03-20,53.36,53.7,50.7381,53.444,52.3562,DOWN,0
2006-03-21,53.34,53.5,50.7764,53.352,52.364,DOWN,0
2006-03-22,53.31,53.29,50.8121,53.33,52.3762,DOWN,0
2006-03-23,52.99,53.34,50.8462,53.298,52.3892,UP,1
2006-03-24,53.18,53.08,50.8807,53.236,52.3986,DOWN,0
2006-03-27,53.06,53.29,50.9149,53.176,52.4152,DOWN,0
2006-03-28,52.74,52.85,50.9493,53.056,52.421,DOWN,0
2006-03-29,52.67,52.84,50.9826,52.928,52.4236,DOWN,0
2006-03-30,52.63,52.57,51.0178,52.856,52.4536,DOWN,0
2006-03-31,52.5,52.75,51.0511,52.72,52.5116,DOWN,0
2006-04-03,52.29,52.54,51.082,52.566,52.569,UP,1
2006-04-04,52.3,51.66,51.1118,52.478,52.6254,UP,1
2006-04-05,52.68,52.18,51.1437,52.48,52.6858,DOWN,0
2006-04-06,52.55,52.6,51.1765,52.464,52.7304,DOWN,0
2006-04-07,52.3,52.9,51.2057,52.424,52.7386,UP,1
2006-04-10,52.8,52.23,51.2432,52.526,52.756,DOWN,0
2006-04-11,52.65,52.8,51.278,52.596,52.7628,DOWN,0
2006-04-12,52.28,52.79,51.314,52.516,52.7642,UP,1
2006-04-13,52.74,52.34,51.3499,52.554,52.78,UP,1
2006-04-17,52.76,52.81,51.3854,52.646,52.8054,UP,1
2006-04-18,57.26,55.0,51.4438,53.538,52.9154,UP,1
2006-04-19,57.43,56.87,51.5001,54.494,53.0224,DOWN,0
2006-04-20,57.36,57.32,51.5519,55.51,53.1346,UP,1
2006-04-21,57.64,57.67,51.6075,56.49,53.2352,UP,1
2006-04-24,57.75,57.4,51.6653,57.488,53.342,UP,1
2006-04-25,57.96,57.9,51.7209,57.628,53.4426,UP,1
2006-04-26,58.57,58.6,51.7763,57.856,53.5662,UP,1
2006-04-27,59.38,58.38,51.8326,58.26,53.7046,DOWN,0
2006-04-28,58.89,59.27,51.8829,58.51,53.8386,DOWN,0
2006-05-01,58.21,58.8,51.9307,58.602,53.9478,UP,1
2006-05-02,58.41,58.13,51.978,58.692,54.0702,DOWN,0
2006-05-03,58.35,58.5,52.0246,58.648,54.198,UP,1
2006-05-04,58.93,58.59,52.0732,58.558,54.3004,UP,1
2006-05-05,59.72,59.25,52.1198,58.724,54.4264,UP,1
2006-05-08,59.74,59.84,52.1673,59.03,54.559,DOWN,0
2006-05-09,59.39,59.56,52.2082,59.226,54.6818,DOWN,0
2006-05-10,58.6,59.05,52.2474,59.276,54.7994,DOWN,0
2006-05-11,57.75,58.78,52.2814,59.04,54.8888,DOWN,0
2006-05-12,57.38,57.81,52.3145,58.572,54.9704,UP,1
2006-05-15,57.75,57.31,52.3473,58.174,55.0646,DOWN,0
2006-05-16,57.0,57.79,52.3783,57.696,55.1486,DOWN,0
2006-05-17,55.69,56.77,52.4036,57.114,55.2,DOWN,0
2006-05-18,55.36,55.89,52.4276,56.636,55.2498,UP,1
2006-05-19,56.52,55.85,52.4589,56.464,55.329,DOWN,0
2006-05-22,56.51,56.12,52.4923,56.216,55.3958,DOWN,0
2006-05-23,56.28,56.77,52.5272,56.072,55.4564,DOWN,0
2006-05-24,56.19,56.07,52.5612,56.172,55.5042,UP,1
2006-05-25,56.4,56.57,52.5953,56.38,55.5638,UP,1
2006-05-26,56.65,56.62,52.6308,56.406,55.6338,DOWN,0
2006-05-30,55.13,56.41,52.6566,56.13,55.6666,UP,1
2006-05-31,55.92,55.14,52.6863,56.058,55.7178,UP,1
2006-06-01,56.98,55.92,52.7208,56.216,55.7906,UP,1
2006-06-02,57.45,57.27,52.7624,56.426,55.8734,DOWN,0
2006-06-05,56.05,57.15,52.7945,56.306,55.9346,DOWN,0
2006-06-06,55.75,56.25,52.8244,56.43,55.986,UP,1
2006-06-07,55.84,55.66,52.8511,56.414,56.0416,DOWN,0
2006-06-08,55.82,55.77,52.8762,56.182,56.1032,DOWN,0
2006-06-09,55.51,55.98,52.9014,55.794,56.16,DOWN,0
2006-06-12,54.55,55.75,52.923,55.494,56.1984,DOWN,0
2006-06-13,53.73,54.7,52.9382,55.09,56.223,UP,1
2006-06-14,53.91,53.57,52.9582,54.704,56.2554,UP,1
2006-06-15,55.21,54.18,52.9834,54.582,56.3136,DOWN,0
2006-06-16,54.9,55.3,53.0102,54.46,56.358,DOWN,0
2006-06-19,54.19,54.78,53.032,54.388,56.3908,DOWN,0
2006-06-20,53.88,54.13,53.0483,54.418,56.4224,UP,1
2006-06-21,54.39,54.03,53.0694,54.514,56.4542,DOWN,0
2006-06-22,54.19,54.44,53.0852,54.31,56.485,DOWN,0
2006-06-23,53.67,54.17,53.1028,54.064,56.5128,UP,1
2006-06-26,54.34,53.56,53.1254,54.094,56.5448,DOWN,0
2006-06-27,53.1,54.14,53.1413,53.938,56.5516,UP,1
2006-06-28,54.01,53.34,53.1627,53.862,56.4866,UP,1
2006-06-29,55.49,54.38,53.1958,54.122,56.4478,DOWN,0
2006-06-30,55.3,55.35,53.2283,54.448,56.4066,DOWN,0
2006-07-03,55.28,55.3,53.262,54.636,56.3594,DOWN,0
2006-07-05,54.5,54.83,53.2877,54.916,56.2944,DOWN,0
2006-07-06,54.2,54.59,53.3119,54.954,56.2192,DOWN,0
2006-07-07,53.87,54.11,53.3374,54.63,56.1252,DOWN,0
2006-07-10,53.59,54.05,53.365,54.288,56.0094,UP,1
2006-07-11,53.76,53.49,53.3927,53.984,55.9068,DOWN,0
2006-07-12,53.72,53.84,53.417,53.828,55.817,DOWN,0
2006-07-13,53.0,53.62,53.4363,53.588,55.7088,UP,1
2006-07-14,53.15,52.9,53.4554,53.444,55.6048,UP,1
2006-07-17,54.08,53.59,53.4815,53.542,55.5078,UP,1
2006-07-18,54.49,54.3,53.5029,53.688,55.4032,UP,1
2006-07-19,56.7,55.17,53.5337,54.284,55.3424,UP,1
2006-07-20,57.0,56.93,53.5632,55.084,55.2946,DOWN,0
2006-07-21,56.0,57.42,53.5898,55.654,55.2426,UP,1
2006-07-24,56.96,56.03,53.6239,56.23,55.2268,UP,1
2006-07-25,57.45,57.25,53.6617,56.822,55.2282,DOWN,0
2006-07-26,57.33,57.24,53.7007,56.948,55.2198,DOWN,0
2006-07-27,56.85,57.66,53.7371,56.918,55.2168,UP,1
2006-07-28,57.78,56.61,53.7809,57.274,55.2586,DOWN,0
2006-07-31,57.11,57.51,53.8238,57.304,55.2936,DOWN,0
2006-08-01,56.52,56.93,53.861,57.118,55.2936,UP,1
2006-08-02,56.57,56.43,53.8941,56.966,55.2948,UP,1
2006-08-03,56.87,56.31,53.9265,56.97,55.3066,UP,1
2006-08-04,57.26,57.19,53.9588,56.866,55.328,UP,1
2006-08-07,57.47,57.25,53.9842,56.938,55.3494,DOWN,0
2006-08-08,56.97,57.88,54.0085,57.028,55.3558,DOWN,0
2006-08-09,56.26,57.38,54.0292,56.966,55.3784,DOWN,0
2006-08-10,56.12,56.32,54.0463,56.816,55.3824,UP,1
2006-08-11,56.24,56.01,54.0661,56.612,55.3676,UP,1
2006-08-14,56.26,56.68,54.0856,56.37,55.3438,UP,1
2006-08-15,57.19,56.43,54.11,56.414,55.3666,UP,1
2006-08-16,57.5,57.75,54.1315,56.662,55.4016,DOWN,0
2006-08-17,57.45,57.66,54.1508,56.928,55.4338,DOWN,0
2006-08-18,57.41,57.91,54.1758,57.162,55.4656,DOWN,0
2006-08-21,57.08,57.23,54.1993,57.326,55.497,DOWN,0
2006-08-22,57.01,56.95,54.2298,57.29,55.5462,DOWN,0
2006-08-23,57.0,57.09,54.2591,57.19,55.6116,DOWN,0
2006-08-24,56.37,57.15,54.281,56.974,55.6608,DOWN,0
2006-08-25,55.85,56.09,54.3002,56.662,55.6736,UP,1
2006-08-28,56.0,55.76,54.317,56.446,55.6956,DOWN,0
2006-08-29,55.9,56.0,54.3302,56.224,55.7298,UP,1
2006-08-30,56.17,56.0,54.3443,56.058,55.7756,DOWN,0
2006-08-31,55.99,56.45,54.3618,55.982,55.8076,UP,1
2006-09-01,56.14,56.15,54.3825,56.04,55.8466,UP,1
2006-09-05,56.52,56.34,54.4073,56.144,55.9036,DOWN,0
2006-09-06,56.0,56.75,54.4285,56.164,55.9368,DOWN,0
2006-09-07,55.68,55.7,54.4471,56.066,55.9884,UP,1
2006-09-08,56.49,55.91,54.4694,56.166,56.038,DOWN,0
2006-09-11,56.25,56.15,54.4921,56.188,56.0532,UP,1
2006-09-12,56.79,56.31,54.5148,56.242,56.083,UP,1
2006-09-13,56.97,56.62,54.5377,56.436,56.1168,DOWN,0
2006-09-14,56.86,56.6,54.5596,56.672,56.164,UP,1
2006-09-15,57.3,57.17,54.5824,56.834,56.226,DOWN,0
2006-09-18,57.01,57.2,54.604,56.986,56.2888,UP,1
2006-09-19,57.39,57.22,54.6256,57.106,56.3648,UP,1
2006-09-20,57.86,57.69,54.6475,57.284,56.4468,DOWN,0
2006-09-21,57.6,58.135,54.6714,57.432,56.5244,DOWN,0
2006-09-22,57.23,57.51,54.6926,57.418,56.609,UP,1
2006-09-25,57.91,57.295,54.7186,57.598,56.7042,UP,1
2006-09-26,58.14,57.79,54.7457,57.748,56.7854,UP,1
2006-09-27,58.4,58.21,54.7685,57.856,56.8636,UP,1
2006-09-28,58.52,58.57,54.7919,58.04,56.9,DOWN,0
2006-09-29,58.43,58.36,54.8114,58.28,56.9286,DOWN,0
2006-10-02,58.15,58.4,54.828,58.328,56.9716,UP,1
2006-10-03,59.58,58.3,54.8533,58.616,57.024,UP,1
2006-10-04,60.15,59.44,54.8832,58.966,57.078,DOWN,0
2006-10-05,60.0,60.14,54.9146,59.262,57.1314,DOWN,0
2006-10-06,60.0,60.0,54.9466,59.576,57.1944,DOWN,0
2006-10-09,59.95,60.0,54.9794,59.936,57.2378,UP,1
2006-10-10,60.43,60.12,55.0161,60.106,57.3042,DOWN,0
2006-10-11,60.0,60.25,55.0487,60.076,57.3738,UP,1
2006-10-12,60.12,60.25,55.0848,60.1,57.4448,DOWN,0
2006-10-13,59.78,60.0,55.1228,60.056,57.503,UP,1
2006-10-16,60.54,60.08,55.1655,60.174,57.5686,DOWN,0
2006-10-17,60.54,60.3,55.2091,60.196,57.63,DOWN,0
2006-10-18,59.45,59.4,55.2448,60.086,57.6796,DOWN,0
2006-10-19,57.35,59.15,55.2704,59.532,57.7014,DOWN,0
2006-10-20,57.11,57.875,55.2944,58.998,57.7212,UP,1
2006-10-23,57.81,57.0,55.3187,58.452,57.7526,DOWN,0
2006-10-24,57.33,57.53,55.3418,57.81,57.774,UP,1
2006-10-25,57.39,57.45,55.3671,57.398,57.778,UP,1
2006-10-26,58.07,57.3,55.3939,57.542,57.7894,UP,1
2006-10-27,58.1,57.935,55.4232,57.74,57.8024,UP,1
2006-10-30,58.73,58.38,55.4546,57.924,57.8288,DOWN,0
2006-10-31,58.72,59.11,55.4855,58.202,57.8616,DOWN,0
2006-11-01,58.01,58.93,55.5199,58.326,57.8816,DOWN,0
